Code,Name,Country,Exchange,Currency,Type,ISIN
HWDN,Howdens Joinery,UK,LSE,GBP,Common Stock,GB0005475842
HSBA,HSBC,UK,LSE,GBP,Common Stock,GB0005405286
ICG,ICG,UK,LSE,GBP,Common Stock,JE00BKFGQW97
IHG,IHG Hotels & Resorts,UK,LSE,GBP,Common Stock,GB00BHJYDZ01
IMI,IMI,UK,LSE,GBP,Common Stock,GB0005474342
IMB,Imperial Brands,UK,LSE,GBP,Common Stock,GB0004544929
INF,Informa,UK,LSE,GBP,Common Stock,GB00BQMRR512
IAG,International Airlines Group,Spain,LSE,EUR,Common Stock,GB00BH3N4902
ITRK,Intertek Group,UK,LSE,GBP,Common Stock,GB0031638363
JD,JD Sports Fashion,UK,LSE,GBP,Common Stock,GB00BJYDH287
KGF,Kingfisher,UK,LSE,GBP,Common Stock,GB0005017305
LAND,Land Securities,UK,LSE,GBP,Common Stock,GB0009340388
LGEN,Legal & General,UK,LSE,GBP,Common Stock,GB0005603997
LLOY,Lloyds Banking Group,UK,LSE,GBP,Common Stock,GB0008706128
LMP,LondonMetric Property,UK,LSE,GBP,Common Stock,GB00BZBJZ646
LSEG,London Stock Exchange Group,UK,LSE,GBP,Common Stock,GB00BLPPR018
MNG,M&G,UK,LSE,GBP,Common Stock,GB0002287614
MKS,Marks & Spencer,UK,LSE,GBP,Common Stock,GB0031274890
MRO,Melrose Industries,UK,LSE,GBP,Common Stock,GB0007350397
MNDI,Mondi,UK,LSE,GBP,Common Stock,GB00B1CRLC47
NG,National Grid,UK,LSE,GBP,Common Stock,GB0007188757
NWG,NatWest Group,UK,LSE,GBP,Common Stock,GB00BKXH8P63
NXT,Next,UK,LSE,GBP,Common Stock,GB0032089863
PSON,Pearson,UK,LSE,GBP,Common Stock,GB0006776081
PSH,Pershing Square Holdings,UK,LSE,GBP,Common Stock,IM00BNF0IY78
PSN,Persimmon,UK,LSE,GBP,Common Stock,GB0006825383
PHNX,Phoenix Group,UK,LSE,GBP,Common Stock,GB0000709376
PCT,Polar Capital Technology Trust,UK,LSE,GBP,Common Stock,GB00B19RLV30
PRU,Prudential,UK,LSE,GBP,Common Stock,GB0007099541
RKT,Reckitt,UK,LSE,GBP,Common Stock,GB00B24CGK77
REL,RELX,UK,LSE,GBP,Common Stock,GB00B2B0DG97
RTO,Rentokil Initial,UK,LSE,GBP,Common Stock,GB0007348752
RMV,Rightmove,UK,LSE,GBP,Common Stock,GB00BJ0D40B2
RIO,Rio Tinto,UK,LSE,GBP,Common Stock,GB0007188757
RR,Rolls-Royce Holdings,UK,LSE,GBP,Common Stock,GB0009895292
SGE,Sage Group,UK,LSE,GBP,Common Stock,GB00BM8ZC104
SBRY,Sainsbury's,UK,LSE,GBP,Common Stock,GB0008847096
SDR,Schroders,UK,LSE,GBP,Common Stock,GB0002405495
SMT,Scottish Mortgage Investment Trust,UK,LSE,GBP,Common Stock,GB0009260393
SGRO,Segro,UK,LSE,GBP,Common Stock,GB0007340770
SVT,Severn Trent,UK,LSE,GBP,Common Stock,GB0003145130
SHEL,Shell,UK,LSE,GBP,Common Stock,GB00BM9MKN23
SMIN,Smiths Group,UK,LSE,GBP,Common Stock,GB0007715456
SN,Smith & Nephew,UK,LSE,GBP,Common Stock,GB0008632457
SPX,Spirax-Sarco,UK,LSE,GBP,Common Stock,GB0008632457
SSE,SSE,UK,LSE,GBP,Common Stock,GB0007908733
STAN,Standard Chartered,UK,LSE,GBP,Common Stock,GB0004082847
STJ,St. James's Place,UK,LSE,GBP,Common Stock,GB00B94JYB69
TW,Taylor Wimpey,UK,LSE,GBP,Common Stock,GB0008782301
TSCO,Tesco,UK,LSE,GBP,Common Stock,GB0008847096
ULVR,Unilever,UK,LSE,GBP,Common Stock,GB00B10RZP78
UU,United Utilities,UK,LSE,GBP,Common Stock,GB0005097138
UTG,Unite Group,UK,LSE,GBP,Common Stock,GB0008137554
VOD,Vodafone Group,UK,LSE,GBP,Common Stock,GB00BH4HKS39
WEIR,Weir Group,UK,LSE,GBP,Common Stock,GB0007664925
WTB,Whitbread,UK,LSE,GBP,Common Stock,GB0008847133
WPP,WPP,UK,LSE,GBP,Common Stock,JE00B8KF9B49
3IN,3i Infrastructure,UK,LSE,GBP,Common Stock,
FOUR,4imprint,UK,LSE,GBP,Common Stock,
ABDN,Aberdeen Group,UK,LSE,GBP,Common Stock,
AAS,Abrdn Asia Focus,UK,LSE,GBP,Common Stock,
ASL,Aberforth Smaller Companies Trust,UK,LSE,GBP,Common Stock,
ALFA,Alfa Financial Software,UK,LSE,GBP,Common Stock,
ATT,Allianz Technology Trust,UK,LSE,GBP,Common Stock,
ALPH,Alpha Group International,UK,LSE,GBP,Common Stock,
AO,AO World,UK,LSE,GBP,Common Stock,
APAX,Apax Global Alpha,UK,LSE,GBP,Common Stock,
ASHM,Ashmore Group,UK,LSE,GBP,Common Stock,
AIE,Ashoka India Common Stock Investment Trust,UK,LSE,GBP,Common Stock,
ASC,ASOS,UK,LSE,GBP,Common Stock,
AGR,Assura,UK,LSE,GBP,Common Stock,
AML,Aston Martin Lagonda,UK,LSE,GBP,Common Stock,
ATYM,Atalaya Mining,UK,LSE,GBP,Common Stock,
ATG,Auction Technology Group,UK,LSE,GBP,Common Stock,
AGT,AVI Global Trust,UK,LSE,GBP,Common Stock,
AVON,Avon Technologies,UK,LSE,GBP,Common Stock,
BME,B&M,UK,LSE,GBP,Common Stock,
BGFD,Baillie Gifford Japan Trust,UK,LSE,GBP,Common Stock,
USA,Baillie Gifford US Growth Trust,UK,LSE,GBP,Common Stock,
BAKK,Bakkavör,UK,LSE,GBP,Common Stock,
BBY,Balfour Beatty,UK,LSE,GBP,Common Stock,
BCG,Baltic Classifieds,UK,LSE,GBP,Common Stock,
BNKR,Bankers Investment Trust,UK,LSE,GBP,Common Stock,
BAG,A.G. Barr,UK,LSE,GBP,Common Stock,
AJB,AJ Bell,UK,LSE,GBP,Common Stock,
BWY,Bellway,UK,LSE,GBP,Common Stock,
BHMG,BH Macro,UK,LSE,GBP,Common Stock,
BYG,Big Yellow Group,UK,LSE,GBP,Common Stock,
BRGE,BlackRock Greater Europe Investment Trust,UK,LSE,GBP,Common Stock,
BRSC,BlackRock Smaller Companies Trust,UK,LSE,GBP,Common Stock,
THRG,BlackRock Throgmorton Trust,UK,LSE,GBP,Common Stock,
BRWM,BlackRock World Mining Trust,UK,LSE,GBP,Common Stock,
BMY,Bloomsbury Publishing,UK,LSE,GBP,Common Stock,
BSIF,Bluefield Solar Income Fund,UK,LSE,GBP,Common Stock,
BOY,Bodycote,UK,LSE,GBP,Common Stock,
BREE,Breedon Group,UK,LSE,GBP,Common Stock,
BPT,Bridgepoint Group,UK,LSE,GBP,Common Stock,
BLND,British Land,UK,LSE,GBP,Common Stock,
BUT,Brunner Investment Trust,UK,LSE,GBP,Common Stock,
BRBY,Burberry,UK,LSE,GBP,Common Stock,
BYIT,Bytes Technology Group,UK,LSE,GBP,Common Stock,
CCR,C&C Group,Ireland,LSE,EUR,Common Stock,
CLDN,Caledonia Investments,UK,LSE,GBP,Common Stock,
CGT,Capital Gearing Trust,UK,LSE,GBP,Common Stock,
CCL,Carnival Corporation & plc,UK,LSE,GBP,Common Stock,
CHG,Chemring Group,UK,LSE,GBP,Common Stock,
CHRY,Chrysalis Investments,UK,LSE,GBP,Common Stock,
CTY,City of London Investment Trust,UK,LSE,GBP,Common Stock,
CKN,Clarkson,UK,LSE,GBP,Common Stock,
CBG,Close Brothers Group,UK,LSE,GBP,Common Stock,
CMCX,CMC Markets,UK,LSE,GBP,Common Stock,
COA,Coats Group,UK,LSE,GBP,Common Stock,
CCC,Computacenter,UK,LSE,GBP,Common Stock,
CWK,Cranswick,UK,LSE,GBP,Common Stock,
CRST,Crest Nicholson,UK,LSE,GBP,Common Stock,
CURY,Currys,UK,LSE,GBP,Common Stock,
ROO,Deliveroo,UK,LSE,GBP,Common Stock,
DLN,Derwent London,UK,LSE,GBP,Common Stock,
DSCV,discoverIE,UK,LSE,GBP,Common Stock,
DEC,Diversified Energy,UK,LSE,GBP,Common Stock,
DOM,Domino's Pizza,UK,LSE,GBP,Common Stock,
DWL,Dowlais Group,UK,LSE,GBP,Common Stock,
DRX,Drax Group,UK,LSE,GBP,Common Stock,
DOCS,Dr. Martens,UK,LSE,GBP,Common Stock,
DNLM,Dunelm Group,UK,LSE,GBP,Common Stock,
EDIN,Edinburgh Investment Trust,UK,LSE,GBP,Common Stock,
EWI,Edinburgh Worldwide Investment Trust,UK,LSE,GBP,Common Stock,
ELM,Elementis,UK,LSE,GBP,Common Stock,
ESP,Empiric Student Property,UK,LSE,GBP,Common Stock,
ENOG,Energean,UK,LSE,GBP,Common Stock,
EOT,European Opportunities Trust,UK,LSE,GBP,Common Stock,
ESCT,European Smaller Companies Trust,UK,LSE,GBP,Common Stock,
FCSS,Fidelity China Special Situations,UK,LSE,GBP,Common Stock,
FEML,Fidelity Emerging Markets,UK,LSE,GBP,Common Stock,
FEV,Fidelity European Trust,UK,LSE,GBP,Common Stock,
FSV,Fidelity Special Values,UK,LSE,GBP,Common Stock,
FGT,Finsbury Growth & Income Trust,UK,LSE,GBP,Common Stock,
FGP,FirstGroup,UK,LSE,GBP,Common Stock,
FGEN,Foresight Environmental Infrastructure,UK,LSE,GBP,Common Stock,
FSG,Foresight Group,UK,LSE,GBP,Common Stock,
FSFL,Foresight Solar Fund,UK,LSE,GBP,Common Stock,
FRAS,Frasers Group,UK,LSE,GBP,Common Stock,
FUTR,Future,UK,LSE,GBP,Common Stock,
GAMA,Gamma Communications,UK,LSE,GBP,Common Stock,
GCP,GCP Infrastructure Investments,UK,LSE,GBP,Common Stock,
GEN,Genuit Group,UK,LSE,GBP,Common Stock,
GNS,Genus,UK,LSE,GBP,Common Stock,
GSCT,Global Smaller Companies Trust,UK,LSE,GBP,Common Stock,
GDWN,Goodwin,UK,LSE,GBP,Common Stock,
GFTU,Grafton Group,UK,LSE,GBP,Common Stock,
GRI,Grainger,UK,LSE,GBP,Common Stock,
GPE,Great Portland Estates,UK,LSE,GBP,Common Stock,
UKW,Greencoat UK Wind,UK,LSE,GBP,Common Stock,
GNC,Greencore,UK,LSE,GBP,Common Stock,
GRG,Greggs,UK,LSE,GBP,Common Stock,
HMSO,Hammerson,UK,LSE,GBP,Common Stock,
HBR,Harbour Energy,UK,LSE,GBP,Common Stock,
HVPE,HarbourVest Global Private Common Stock,UK,LSE,GBP,Common Stock,
HWG,Harworth Group,UK,LSE,GBP,Common Stock,
HAS,Hays,UK,LSE,GBP,Common Stock,
HTWS,Helios Towers,UK,LSE,GBP,Common Stock,
HET,Henderson European Trust,UK,LSE,GBP,Common Stock,
HSL,Henderson Smaller Companies Investment Trust,UK,LSE,GBP,Common Stock,
HRI,Herald Investment Trust,UK,LSE,GBP,Common Stock,
HGT,Hg Capital Trust,UK,LSE,GBP,Common Stock,
HICL,HICL Infrastructure Company,UK,LSE,GBP,Common Stock,
HILS,Hill & Smith,UK,LSE,GBP,Common Stock,
HFG,Hilton Food Group,UK,LSE,GBP,Common Stock,
HOC,Hochschild Mining,UK,LSE,GBP,Common Stock,
BOWL,Hollywood Bowl Group,UK,LSE,GBP,Common Stock,
HTG,Hunting,UK,LSE,GBP,Common Stock,
IBST,Ibstock,UK,LSE,GBP,Common Stock,
ICGT,ICG Enterprise Trust,UK,LSE,GBP,Common Stock,
IGG,IG Group Holdings,UK,LSE,GBP,Common Stock,
IEM,Impax Environmental Markets,UK,LSE,GBP,Common Stock,
INCH,Inchcape,UK,LSE,GBP,Common Stock,
IHP,IntegraFin Holdings,UK,LSE,GBP,Common Stock,
INPP,International Public Partnerships,UK,LSE,GBP,Common Stock,
IAD,Invesco Asia Dragon Trust,UK,LSE,GBP,Common Stock,
INVP,Investec,UK,LSE,GBP,Common Stock,
IPO,IP Group,UK,LSE,GBP,Common Stock,
ITH,Ithaca Energy,UK,LSE,GBP,Common Stock,
ITV,ITV,UK,LSE,GBP,Common Stock,
IWG,IWG,UK,LSE,GBP,Common Stock,
JMAT,Johnson Matthey,UK,LSE,GBP,Common Stock,
JAM,JPMorgan American Investment Trust,UK,LSE,GBP,Common Stock,
JMG,JPMorgan Emerging Markets Investment Trust,UK,LSE,GBP,Common Stock,
JEDT,JPMorgan European Discovery,UK,LSE,GBP,Common Stock,
JEGI,JPMorgan European Growth & Income,UK,LSE,GBP,Common Stock,
JGGI,JPMorgan Global Growth & Income,UK,LSE,GBP,Common Stock,
JII,JPMorgan Indian Investment Trust,UK,LSE,GBP,Common Stock,
JFJ,JPMorgan Japanese Investment Trust,UK,LSE,GBP,Common Stock,
JTC,JTC,UK,LSE,GBP,Common Stock,
JUP,Jupiter Fund Management,UK,LSE,GBP,Common Stock,
JUST,Just Group,UK,LSE,GBP,Common Stock,
KNOS,Kainos,UK,LSE,GBP,Common Stock,
KLR,Keller Group,UK,LSE,GBP,Common Stock,
KIE,Kier Group,UK,LSE,GBP,Common Stock,
LRE,Lancashire Holdings,UK,LSE,GBP,Common Stock,
LWDB,Law Debenture,UK,LSE,GBP,Common Stock,
BGEO,Lion Finance Group,Georgia,LSE,USD,Common Stock,
EMG,Man Group,UK,LSE,GBP,Common Stock,
MSLH,Marshalls,UK,LSE,GBP,Common Stock,
MEGP,ME Group International,UK,LSE,GBP,Common Stock,
MRC,Mercantile Investment Trust,UK,LSE,GBP,Common Stock,
MRCH,Merchants Trust,UK,LSE,GBP,Common Stock,
MTRO,Metro Bank,UK,LSE,GBP,Common Stock,
MAB,Mitchells & Butlers,UK,LSE,GBP,Common Stock,
MTO,Mitie,UK,LSE,GBP,Common Stock,
GROW,Molten Ventures,UK,LSE,GBP,Common Stock,
MNKS,Monks Investment Trust,UK,LSE,GBP,Common Stock,
MONY,MONY Group,UK,LSE,GBP,Common Stock,
MOON,Moonpig,UK,LSE,GBP,Common Stock,
MGAM,Morgan Advanced Materials,UK,LSE,GBP,Common Stock,
MGNS,Morgan Sindall Group,UK,LSE,GBP,Common Stock,
MUT,Murray Income Trust,UK,LSE,GBP,Common Stock,
MYI,Murray International Trust,UK,LSE,GBP,Common Stock,
NBPE,NB Private Common Stock Partners,UK,LSE,GBP,Common Stock,
NCC,NCC Group,UK,LSE,GBP,Common Stock,
NESF,NextEnergy Solar Fund,UK,LSE,GBP,Common Stock,
N91,Ninety One,UK,LSE,GBP,Common Stock,
NAS,North Atlantic Smaller Companies Investment Trust,UK,LSE,GBP,Common Stock,
OCDO,Ocado Group,UK,LSE,GBP,Common Stock,
OCN,Ocean Wilsons,UK,LSE,GBP,Common Stock,
OSB,OneSavings Bank,UK,LSE,GBP,Common Stock,
OXIG,Oxford Instruments,UK,LSE,GBP,Common Stock,
ONT,Oxford Nanopore Technologies,UK,LSE,GBP,Common Stock,
PHI,Pacific Horizon Investment Trust,UK,LSE,GBP,Common Stock,
PAGE,PageGroup,UK,LSE,GBP,Common Stock,
PINT,Pantheon Infrastructure,UK,LSE,GBP,Common Stock,
PIN,Pantheon International,UK,LSE,GBP,Common Stock,
PAG,Paragon Banking Group,UK,LSE,GBP,Common Stock,
PPET,Patria Private Common Stock Trust,UK,LSE,GBP,Common Stock,
PAY,PayPoint,UK,LSE,GBP,Common Stock,
PNN,Pennon Group,UK,LSE,GBP,Common Stock,
PNL,Personal Assets Trust,UK,LSE,GBP,Common Stock,
PHLL,Petershill Partners,UK,LSE,GBP,Common Stock,
PETS,Pets at Home,UK,LSE,GBP,Common Stock,
PTEC,Playtech,UK,LSE,GBP,Common Stock,
PLUS,Plus500,UK,LSE,GBP,Common Stock,
PCFT,Polar Capital Global Financials Trust,UK,LSE,GBP,Common Stock,
POLN,Pollen Street Group,UK,LSE,GBP,Common Stock,
PPH,PPHE Hotel Group,UK,LSE,GBP,Common Stock,
PFD,Premier Foods,UK,LSE,GBP,Common Stock,
PHP,Primary Health Properties,UK,LSE,GBP,Common Stock,
PRSR,PRS REIT,UK,LSE,GBP,Common Stock,
QQ,Qinetiq,UK,LSE,GBP,Common Stock,
QLT,Quilter,UK,LSE,GBP,Common Stock,
RNK,Rank Group,UK,LSE,GBP,Common Stock,
RPI,Raspberry Pi Holdings,UK,LSE,GBP,Common Stock,
RAT,Rathbones,UK,LSE,GBP,Common Stock,
RSW,Renishaw,UK,LSE,GBP,Common Stock,
RHIM,RHI Magnesita,Austria,LSE,EUR,Common Stock,
RCP,RIT Capital Partners,UK,LSE,GBP,Common Stock,
ROR,Rotork,UK,LSE,GBP,Common Stock,
RS1,RS Group,UK,LSE,GBP,Common Stock,
RICA,Ruffer Investment Company,UK,LSE,GBP,Common Stock,
SAFE,Safestore,UK,LSE,GBP,Common Stock,
SVS,Savills,UK,LSE,GBP,Common Stock,
SDP,Schroder AsiaPacific Fund,UK,LSE,GBP,Common Stock,
SOI,Schroder Oriental Income Fund,UK,LSE,GBP,Common Stock,
SAIN,Scottish American Investment Company,UK,LSE,GBP,Common Stock,
SEIT,SDCL Energy Efficiency Income Trust,UK,LSE,GBP,Common Stock,
SNR,Senior,UK,LSE,GBP,Common Stock,
SEQI,Sequoia Economic Infrastructure Income Fund,UK,LSE,GBP,Common Stock,
SRP,Serco,UK,LSE,GBP,Common Stock,
SHC,Shaftesbury Capital,UK,LSE,GBP,Common Stock,
SRE,Sirius Real Estate,UK,LSE,GBP,Common Stock,
SSON,Smithson Investment Trust,UK,LSE,GBP,Common Stock,
SCT,Softcat,UK,LSE,GBP,Common Stock,
SXS,Spectris,UK,LSE,GBP,Common Stock,
SPI,Spire Healthcare,UK,LSE,GBP,Common Stock,
SPT,Spirent,UK,LSE,GBP,Common Stock,
SSPG,SSP Group,UK,LSE,GBP,Common Stock,
SUPR,Supermarket Income REIT,UK,LSE,GBP,Common Stock,
SYNC,Syncona,UK,LSE,GBP,Common Stock,
THRL,Target Healthcare REIT,UK,LSE,GBP,Common Stock,
TATE,Tate & Lyle,UK,LSE,GBP,Common Stock,
TBCG,TBC Bank,Georgia,LSE,USD,Common Stock,
TEP,Telecom Plus,UK,LSE,GBP,Common Stock,
TMPL,Temple Bar Investment Trust,UK,LSE,GBP,Common Stock,
TEM,Templeton Emerging Markets Investment Trust,UK,LSE,GBP,Common Stock,
TRIG,The Renewables Infrastructure Group,UK,LSE,GBP,Common Stock,
TCAP,TP ICAP,UK,LSE,GBP,Common Stock,
TRN,Trainline,UK,LSE,GBP,Common Stock,
TPK,Travis Perkins,UK,LSE,GBP,Common Stock,
BBOX,Tritax Big Box REIT,UK,LSE,GBP,Common Stock,
TRY,TR Property Investment Trust,UK,LSE,GBP,Common Stock,
TRST,Trustpilot,UK,LSE,GBP,Common Stock,
TFIF,Twentyfour Income Fund,UK,LSE,GBP,Common Stock,
VSVS,Vesuvius,UK,LSE,GBP,Common Stock,
VCT,Victrex,UK,LSE,GBP,Common Stock,
VEIL,Vietnam Enterprise Investments,UK,LSE,GBP,Common Stock,
VOF,VinaCapital Vietnam Opportunity Fund,UK,LSE,GBP,Common Stock,
VTY,Vistry Group,UK,LSE,GBP,Common Stock,
FAN,Volution Group,UK,LSE,GBP,Common Stock,
WPS,W. A. G. Payment Solutions,Poland,LSE,USD,Common Stock,
WHR,Warehouse REIT,UK,LSE,GBP,Common Stock,
WOSG,Watches of Switzerland,UK,LSE,GBP,Common Stock,
JDW,Wetherspoon (J D),UK,LSE,GBP,Common Stock,
SMWH,W H Smith,UK,LSE,GBP,Common Stock,
WIX,Wickes,UK,LSE,GBP,Common Stock,
WIZZ,Wizz Air,Hungary,LSE,USD,Common Stock,
WKP,Workspace Group,UK,LSE,GBP,Common Stock,
WWH,Worldwide Healthcare Trust,UK,LSE,GBP,Common Stock,
XPS,XPS Pensions,UK,LSE,GBP,Common Stock,
ZIG,Zigup,UK,LSE,GBP,Common Stock,
