Code,Name,Country,Exchange,Currency,Type,Isin
INCY,Incyte,US,NASDAQ,USD,Common Stock,
INTC,Intel Corporation,US,NASDAQ,USD,Common Stock,
INTU,Intuit,US,NASDAQ,USD,Common Stock,
INVH,Invitation Homes,US,NYSE,USD,Common Stock,
IP,International Paper,US,NYSE,USD,Common Stock,
IPG,Interpublic Group of Companies,US,NYSE,USD,Common Stock,
IQV,IQVIA Holdings,US,NYSE,USD,Common Stock,
IR,Ingersoll Rand,Ireland,NYSE,USD,Common Stock,
IRM,Iron Mountain,US,NYSE,USD,Common Stock,
ISRG,Intuitive Surgical,US,NASDAQ,USD,Common Stock,
IT,Gartner,US,NYSE,USD,Common Stock,
ITW,Illinois Tool Works,US,NYSE,USD,Common Stock,
IVZ,Invesco Ltd.,US,NYSE,USD,Common Stock,
J,Jacobs Solutions,US,NYSE,USD,Common Stock,
JBHT,J.B. Hunt Transport Services,US,NASDAQ,USD,Common Stock,
JCI,Johnson Controls International,Ireland,NYSE,USD,Common Stock,
JKHY,Jack Henry & Associates,US,NASDAQ,USD,Common Stock,
JNJ,Johnson & Johnson,US,NYSE,USD,Common Stock,
JNPR,Juniper Networks,US,NYSE,USD,Common Stock,
JPM,JPMorgan Chase & Co.,US,NYSE,USD,Common Stock,
K,Kellanova,US,NYSE,USD,Common Stock,
KEY,KeyCorp,US,NYSE,USD,Common Stock,
KEYS,Keysight Technologies,US,NYSE,USD,Common Stock,
KHC,Kraft Heinz Company (The),US,NASDAQ,USD,Common Stock,
KIM,Kimco Realty,US,NYSE,USD,Common Stock,
KLAC,KLA Corporation,US,NASDAQ,USD,Common Stock,
KMB,Kimberly-Clark,US,NYSE,USD,Common Stock,
KMI,Kinder Morgan,US,NYSE,USD,Common Stock,
KNSL,Kinsale Capital Group,US,NYSE,USD,Common Stock,
KO,Coca-Cola Company (The),US,NYSE,USD,Common Stock,
KR,Kroger,US,NYSE,USD,Common Stock,
L,Lowe's Companies,US,NYSE,USD,Common Stock,
LAC,Lithium Americas,US,NYSE,USD,Common Stock,
LDOS,Leidos Holdings,US,NYSE,USD,Common Stock,
LEN,Lennar Corp.,US,NYSE,USD,Common Stock,
LH,Laboratory Corp of America,US,NYSE,USD,Common Stock,
LHX,L3Harris Technologies,US,NYSE,USD,Common Stock,
LII,Lennox International,US,NYSE,USD,Common Stock,
LIN,Linde plc,UK,NYSE,USD,Common Stock,
LKQ,LKQ Corporation,US,NASDAQ,USD,Common Stock,
LLY,Eli Lilly and Company,US,NYSE,USD,Common Stock,
LMT,Lockheed Martin,US,NYSE,USD,Common Stock,
LNC,Lincoln National,US,NYSE,USD,Common Stock,
LNT,Alliant Energy,US,NYSE,USD,Common Stock,
LOW,Lowe's Companies,US,NYSE,USD,Common Stock,
LRCX,Lam Research,US,NASDAQ,USD,Common Stock,
LSE,Landsea Homes,US,NASDAQ,USD,Common Stock,
LSPN,Larsen & Sons,US,NASDAQ,USD,Common Stock,
LUV,Southwest Airlines,US,NYSE,USD,Common Stock,
LVLT,Level 3 Communications,US,NASDAQ,USD,Common Stock,
LW,Lamb Weston Holdings,US,NYSE,USD,Common Stock,
LYB,LyondellBasell Industries,Netherlands,NYSE,USD,Common Stock,
LYV,Live Nation Entertainment,US,NYSE,USD,Common Stock,
MA,Mastercard,US,NYSE,USD,Common Stock,
MAA,Mid-America Apartment Communities,US,NYSE,USD,Common Stock,
MAR,Marriott International,US,NASDAQ,USD,Common Stock,
MAS,Masco Corporation,US,NYSE,USD,Common Stock,
MATX,Matson,US,NYSE,USD,Common Stock,
MCD,McDonald's,US,NYSE,USD,Common Stock,
MCHP,Microchip Technology,US,NASDAQ,USD,Common Stock,
MCK,McKesson Corporation,US,NYSE,USD,Common Stock,
MCO,Moody's Corporation,US,NYSE,USD,Common Stock,
MDB, MongoDB,US,NASDAQ,USD,Common Stock,
MDLZ,Mondelez International,US,NASDAQ,USD,Common Stock,
MDT,Medtronic plc,Ireland,NYSE,USD,Common Stock,
MET,MetLife,US,NYSE,USD,Common Stock,
META,Meta Platforms,US,NASDAQ,USD,Common Stock,
MGM,MGM Resorts International,US,NYSE,USD,Common Stock,
MKC,McCormick & Company,US,NYSE,USD,Common Stock,
MKTX,MarketAxess Holdings,US,NASDAQ,USD,Common Stock,
MLM,Martin Marietta Materials,US,NYSE,USD,Common Stock,
MMC,Marsh & McLennan,US,NYSE,USD,Common Stock,
MMM,3M Company,US,NYSE,USD,Common Stock,
MNST,Monster Beverage,US,NASDAQ,USD,Common Stock,
MO,Altria Group,US,NYSE,USD,Common Stock,
MOH,Molina Healthcare,US,NYSE,USD,Common Stock,
MOS,Mosaic Company (The),US,NYSE,USD,Common Stock,
MPC,Marathon Petroleum,US,NYSE,USD,Common Stock,
MPWR,Monolithic Power Systems,US,NASDAQ,USD,Common Stock,
MS,Morgan Stanley,US,NYSE,USD,Common Stock,
MSCI,MSCI Inc.,US,NYSE,USD,Common Stock,
MSFT,Microsoft,US,NASDAQ,USD,Common Stock,
MSI,Motorola Solutions,US,NYSE,USD,Common Stock,
MTB,M&T Bank,US,NYSE,USD,Common Stock,
MTCH,Match Group,US,NASDAQ,USD,Common Stock,
MTD,Mettler-Toledo International,US,NYSE,USD,Common Stock,
MU,Micron Technology,US,NASDAQ,USD,Common Stock,
NDAQ,Nasdaq Inc.,US,NASDAQ,USD,Common Stock,
NDSN,Nordson Corporation,US,NASDAQ,USD,Common Stock,
NEE,NextEra Energy,US,NYSE,USD,Common Stock,
NI,NiSource,US,NYSE,USD,Common Stock,
NKE,Nike Inc.,US,NYSE,USD,Common Stock,
NOC,Northrop Grumman,US,NYSE,USD,Common Stock,
NOV,NOV Inc.,US,NYSE,USD,Common Stock,
NRG,NRG Energy,US,NYSE,USD,Common Stock,
NSC,Norfolk Southern,US,NYSE,USD,Common Stock,
NTAP,NetApp,US,NASDAQ,USD,Common Stock,
NTRS,Northern Trust,US,NASDAQ,USD,Common Stock,
NUE,Nucor,US,NYSE,USD,Common Stock,
NVDA,NVIDIA,US,NASDAQ,USD,Common Stock,
NVR,NVR Inc.,US,NYSE,USD,Common Stock,
NWS,News Corp (Class B),US,NASDAQ,USD,Common Stock,
NWSA,News Corp (Class A),US,NASDAQ,USD,Common Stock,
NXPI,NXP Semiconductors,Netherlands,NASDAQ,USD,Common Stock,
O,Realty Income,US,NYSE,USD,Common Stock,
ODFL,Old Dominion Freight Line,US,NASDAQ,USD,Common Stock,
OGE,OGE Energy Corp.,US,NYSE,USD,Common Stock,
OKE,ONEOK,US,NYSE,USD,Common Stock,
OMC,Omnicom Group,US,NYSE,USD,Common Stock,
ON,ON Semiconductor,US,NASDAQ,USD,Common Stock,
ORCL,Oracle Corporation,US,NYSE,USD,Common Stock,
ORLY,O'Reilly Automotive,US,NASDAQ,USD,Common Stock,
OTIS,Otis Worldwide,US,NYSE,USD,Common Stock,
OXY,Occidental Petroleum,US,NYSE,USD,Common Stock,
PARA,Paramount Global,US,NASDAQ,USD,Common Stock,
PAYC,Paycom Software,US,NYSE,USD,Common Stock,
PAYX,Paychex,US,NASDAQ,USD,Common Stock,
PBCT,People's United Financial,US,NASDAQ,USD,Common Stock,
PCAR,PACCAR,US,NASDAQ,USD,Common Stock,
PEAK,Healthpeak Properties,US,NYSE,USD,Common Stock,
PEG,Public Service Enterprise Group,US,NYSE,USD,Common Stock,
PENN,Penn Entertainment,US,NASDAQ,USD,Common Stock,
PEP,PepsiCo,US,NASDAQ,USD,Common Stock,
PFE,Pfizer,US,NYSE,USD,Common Stock,
PFG,Principal Financial Group,US,NASDAQ,USD,Common Stock,
PG,Procter & Gamble,US,NYSE,USD,Common Stock,
PGR,Progressive Corporation,US,NYSE,USD,Common Stock,
PH,Parker-Hannifin,US,NYSE,USD,Common Stock,
PHM,PulteGroup,US,NYSE,USD,Common Stock,
PII,Polaris Inc.,US,NYSE,USD,Common Stock,
PKG,Packaging Corporation of America,US,NYSE,USD,Common Stock,
PLD,Prologis,US,NYSE,USD,Common Stock,
PLTR,Palantir Technologies,US,NYSE,USD,Common Stock,
PM,Philip Morris International,US,NYSE,USD,Common Stock,
PNC,PNC Financial Services,US,NYSE,USD,Common Stock,
PNR,Pentair,US,NYSE,USD,Common Stock,
PNW,Pinnacle West Capital,US,NYSE,USD,Common Stock,
POOL,Pool Corporation,US,NASDAQ,USD,Common Stock,
PPG,PPG Industries,US,NYSE,USD,Common Stock,
PPL,PPL Corporation,US,NYSE,USD,Common Stock,
PRU,Prudential Financial,US,NYSE,USD,Common Stock,
PSA,Public Storage,US,NYSE,USD,Common Stock,
PSX,Phillips 66,US,NYSE,USD,Common Stock,
PTC,PTC Inc.,US,NASDAQ,USD,Common Stock,
PWR,Quanta Services,US,NYSE,USD,Common Stock,
PYPL,PayPal Holdings,US,NASDAQ,USD,Common Stock,
QCOM,QUALCOMM,US,NASDAQ,USD,Common Stock,
QRVO,Qorvo,US,NASDAQ,USD,Common Stock,
RCL,Royal Caribbean Group,US,NYSE,USD,Common Stock,
RE,Everest Re Group Ltd.,Bermuda,NYSE,USD,Common Stock,
REG,Regency Centers,US,NASDAQ,USD,Common Stock,
REGN,Regeneron Pharmaceuticals,US,NASDAQ,USD,Common Stock,
RF,Regions Financial,US,NYSE,USD,Common Stock,
RHI,Robert Half International,US,NYSE,USD,Common Stock,
RJF,Raymond James Financial,US,NYSE,USD,Common Stock,
RL,Ralph Lauren Corporation,US,NYSE,USD,Common Stock,
RMD,ResMed,US,NYSE,USD,Common Stock,
ROK,Rockwell Automation,US,NYSE,USD,Common Stock,
ROL,Rollins Inc.,US,NYSE,USD,Common Stock,
ROP,Roper Technologies,US,NYSE,USD,Common Stock,
ROST,Ross Stores,US,NASDAQ,USD,Common Stock,
RSG,Republic Services,US,NYSE,USD,Common Stock,
RTX,RTX Corporation,US,NYSE,USD,Common Stock,
SBAC,SBA Communications,US,NASDAQ,USD,Common Stock,
SBNY,Signature Bank,US,NASDAQ,USD,Common Stock,
SBUX,Starbucks,US,NASDAQ,USD,Common Stock,
SCHW,Charles Schwab Corporation,US,NYSE,USD,Common Stock,
SEE,Sealed Air,US,NYSE,USD,Common Stock,
SHW,Sherwin-Williams,US,NYSE,USD,Common Stock,
SIVB,SVB Financial Group,US,NASDAQ,USD,Common Stock,
SJM,J. M. Smucker Company (The),US,NYSE,USD,Common Stock,
SLB,Schlumberger,US,NYSE,USD,Common Stock,
SLG,SL Green Realty,US,NYSE,USD,Common Stock,
SNA,Snap-on,US,NYSE,USD,Common Stock,
SNPS,Synopsys,US,NASDAQ,USD,Common Stock,
SO,Southern Company (The),US,NYSE,USD,Common Stock,
SPG,Simon Property Group,US,NYSE,USD,Common Stock,
SPGI,S&P Global,US,NYSE,USD,Common Stock,
SRE,Sempra,US,NYSE,USD,Common Stock,
STE,Steris plc,Ireland,NYSE,USD,Common Stock,
STLD,Steel Dynamics,US,NASDAQ,USD,Common Stock,
STT,State Street Corporation,US,NYSE,USD,Common Stock,
STX,Seagate Technology Holdings plc,Ireland,NASDAQ,USD,Common Stock,
STZ,Constellation Brands,US,NYSE,USD,Common Stock,
SW,Smurfit Westrock,Ireland,NYSE,USD,Common Stock,
SWK,Stanley Black & Decker,US,NYSE,USD,Common Stock,
SWKS,Skyworks Solutions,US,NASDAQ,USD,Common Stock,
SYF,Synchrony Financial,US,NASDAQ,USD,Common Stock,
SYK,Stryker Corporation,US,NYSE,USD,Common Stock,
SYY,SYSCO,US,NYSE,USD,Common Stock,
T,AT&T Inc.,US,NYSE,USD,Common Stock,
TAP,Molson Coors Beverage Company,US,NYSE,USD,Common Stock,
TECH,Bio-Techne,US,NASDAQ,USD,Common Stock,
TEL,TE Connectivity Ltd.,Ireland,NYSE,USD,Common Stock,
TER,Teradyne,US,NASDAQ,USD,Common Stock,
TFC,Truist Financial,US,NYSE,USD,Common Stock,
TG,Acme Tron Co.,US,NASDAQ,USD,Common Stock,
TGT,Target Corporation,US,NYSE,USD,Common Stock,
TJX,TJX Companies (The),US,NYSE,USD,Common Stock,
TKO,TKO Group Holdings,US,NYSE,USD,Common Stock,
TMO,Thermo Fisher Scientific,US,NYSE,USD,Common Stock,
TMUS,T-Mobile US,US,NASDAQ,USD,Common Stock,
TPR,Tapestry Inc.,US,NYSE,USD,Common Stock,
TRGP,Targa Resources,US,NYSE,USD,Common Stock,
TRMB,Trimble Inc.,US,NASDAQ,USD,Common Stock,
TROW,T. Rowe Price Group,US,NASDAQ,USD,Common Stock,
TRV,Travelers Companies (The),US,NYSE,USD,Common Stock,
TSCO,Tractor Supply Company,US,NASDAQ,USD,Common Stock,
TSLA,Tesla Inc.,US,NASDAQ,USD,Common Stock,
TSN,Tyson Foods,US,NYSE,USD,Common Stock,
TT,Trane Technologies plc,Ireland,NYSE,USD,Common Stock,
TTD,Trade Desk (The),US,NASDAQ,USD,Common Stock,
TTWO,Take-Two Interactive Software,US,NASDAQ,USD,Common Stock,
